freq,unit,na_item,geo,time,gdp_pc_real_index_2020,country,year
A,CLV_I20_HAB,B1GQ,SE,2001,81.377000000,SWE,2001
A,CLV_I20_HAB,B1GQ,SE,2002,82.951000000,SWE,2002
A,CLV_I20_HAB,B1GQ,SE,2003,84.219000000,SWE,2003
A,CLV_I20_HAB,B1GQ,SE,2004,87.390000000,SWE,2004
A,CLV_I20_HAB,B1GQ,SE,2005,89.500000000,SWE,2005
A,CLV_I20_HAB,B1GQ,SE,2006,93.103000000,SWE,2006
A,CLV_I20_HAB,B1GQ,SE,2007,95.446000000,SWE,2007
A,CLV_I20_HAB,B1GQ,SE,2008,93.825000000,SWE,2008
A,CLV_I20_HAB,B1GQ,SE,2009,89.075000000,SWE,2009
A,CLV_I20_HAB,B1GQ,SE,2010,93.388000000,SWE,2010
A,CLV_I20_HAB,B1GQ,SE,2011,95.611000000,SWE,2011
A,CLV_I20_HAB,B1GQ,SE,2012,94.530000000,SWE,2012
A,CLV_I20_HAB,B1GQ,SE,2013,94.792000000,SWE,2013
A,CLV_I20_HAB,B1GQ,SE,2014,95.987000000,SWE,2014
A,CLV_I20_HAB,B1GQ,SE,2015,99.155000000,SWE,2015
A,CLV_I20_HAB,B1GQ,SE,2016,100.081000000,SWE,2016
A,CLV_I20_HAB,B1GQ,SE,2017,100.523000000,SWE,2017
A,CLV_I20_HAB,B1GQ,SE,2018,101.121000000,SWE,2018
A,CLV_I20_HAB,B1GQ,SE,2019,102.660000000,SWE,2019
A,CLV_I20_HAB,B1GQ,SE,2020,100.000000000,SWE,2020
A,CLV_I20_HAB,B1GQ,SE,2021,104.596000000,SWE,2021
A,CLV_I20_HAB,B1GQ,SE,2022,104.789000000,SWE,2022
A,CLV_I20_HAB,B1GQ,SE,2023,103.862000000,SWE,2023
A,CLV_I20_HAB,B1GQ,SE,2024,104.608000000,SWE,2024
