STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,REF_AREA,Reference area,ACTIVITY,Economic activity,COUNTERPART_AREA,Counterpart area,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",HUN,Hungary,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2011,,66.046,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ITA,Italy,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2011,,80.387,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",FIN,Finland,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2011,,76.349,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ROU,Romania,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,77.241,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",MLT,Malta,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,59.483,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",BEL,Belgium,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2012,,68.71,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",AUT,Austria,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2012,,72.137,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",BGR,Bulgaria,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,76.031,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",FIN,Finland,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,79.835,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",PRT,Portugal,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,76.814,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ITA,Italy,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,83.143,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ESP,Spain,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,80.988,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",FRA,France,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,83.523,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",GRC,Greece,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,80.745,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SVN,Slovenia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,70.324,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",POL,Poland,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,77.648,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SWE,Sweden,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,79.596,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LVA,Latvia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,72.319,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",HUN,Hungary,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,70.354,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",DEU,Germany,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,82.258,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",AUT,Austria,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,75.502,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SVK,Slovak Republic,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,72.278,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LUX,Luxembourg,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,61.291,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",IRL,Ireland,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,67.611,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",NLD,Netherlands,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,75.809,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LTU,Lithuania,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,73.349,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",EST,Estonia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,68.979,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",BEL,Belgium,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,70.969,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",DNK,Denmark,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,80.336,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",NLD,Netherlands,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,75.242,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",BEL,Belgium,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,70.755,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",IRL,Ireland,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,63.616,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",DNK,Denmark,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,77.534,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LUX,Luxembourg,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,62.819,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",EST,Estonia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,68.019,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",FRA,France,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,82.293,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",AUT,Austria,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,75.611,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",DEU,Germany,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,80.977,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",GRC,Greece,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,80.072,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LTU,Lithuania,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,72.628,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",POL,Poland,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,75.823,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SWE,Sweden,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,78.132,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",HUN,Hungary,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,67.676,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SVN,Slovenia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,67.255,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",CZE,Czechia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,71.334,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SVK,Slovak Republic,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,70.092,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",FIN,Finland,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,78.685,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LVA,Latvia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,73.554,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ITA,Italy,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,82.966,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",PRT,Portugal,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,77.19,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ESP,Spain,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,83.087,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ROU,Romania,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2008,,76.271,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",MLT,Malta,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2008,,57.942,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",CZE,Czechia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,72.56,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ROU,Romania,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,79.78,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",HRV,Croatia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,76.763,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",MLT,Malta,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,60.608,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",CYP,Cyprus,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2009,,69.943,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",MLT,Malta,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,65.588,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",CYP,Cyprus,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,69.547,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ROU,Romania,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2003,,79.863,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ESP,Spain,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,82.007,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",FIN,Finland,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,77.416,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ITA,Italy,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,81.043,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",PRT,Portugal,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,75.358,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",HUN,Hungary,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,67.825,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",POL,Poland,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,73.968,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",FRA,France,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,81.174,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SVK,Slovak Republic,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,68.973,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",DEU,Germany,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,78.876,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LVA,Latvia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,68.776,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",CZE,Czechia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,69.916,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",AUT,Austria,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,73.515,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",NLD,Netherlands,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,77.39,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LTU,Lithuania,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,67.587,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SVN,Slovenia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2010,,65.545,,0,Units
