country,year,measure,domestic_value_added_share_pct,import_content_share
ESP,2000,CONS_VA_SH,79.741000000,0.202590000
LVA,2000,CONS_VA_SH,73.595000000,0.264050000
DNK,2000,CONS_VA_SH,79.512000000,0.204880000
DEU,2000,CONS_VA_SH,81.201000000,0.187990000
HRV,2000,CONS_VA_SH,75.963000000,0.240370000
SVN,2000,CONS_VA_SH,69.405000000,0.305950000
SVK,2000,CONS_VA_SH,73.200000000,0.268000000
GRC,2000,CONS_VA_SH,79.077000000,0.209230000
BGR,2000,CONS_VA_SH,77.507000000,0.224930000
SWE,2000,CONS_VA_SH,78.796000000,0.212040000
LTU,2000,CONS_VA_SH,74.859000000,0.251410000
LUX,2000,CONS_VA_SH,59.679000000,0.403210000
HUN,2000,CONS_VA_SH,68.058000000,0.319420000
IRL,2000,CONS_VA_SH,64.435000000,0.355650000
EST,2000,CONS_VA_SH,70.459000000,0.295410000
NLD,2000,CONS_VA_SH,75.048000000,0.249520000
CYP,2000,CONS_VA_SH,65.100000000,0.349000000
NLD,1998,CONS_VA_SH,75.312000000,0.246880000
BEL,1998,CONS_VA_SH,71.404000000,0.285960000
EST,1998,CONS_VA_SH,63.248000000,0.367520000
DNK,1998,CONS_VA_SH,80.558000000,0.194420000
SVN,1998,CONS_VA_SH,70.399000000,0.296010000
LUX,1998,CONS_VA_SH,59.115000000,0.408850000
AUT,1998,CONS_VA_SH,76.122000000,0.238780000
CZE,1998,CONS_VA_SH,73.059000000,0.269410000
HUN,1998,CONS_VA_SH,73.269000000,0.267310000
IRL,1998,CONS_VA_SH,67.498000000,0.325020000
LVA,1998,CONS_VA_SH,70.870000000,0.291300000
DEU,1998,CONS_VA_SH,83.515000000,0.164850000
SVK,1998,CONS_VA_SH,73.913000000,0.260870000
LTU,1998,CONS_VA_SH,72.901000000,0.270990000
SWE,1998,CONS_VA_SH,80.294000000,0.197060000
POL,1998,CONS_VA_SH,80.748000000,0.192520000
ESP,1998,CONS_VA_SH,81.946000000,0.180540000
PRT,1998,CONS_VA_SH,75.946000000,0.240540000
ITA,1998,CONS_VA_SH,84.272000000,0.157280000
FRA,1998,CONS_VA_SH,84.563000000,0.154370000
GRC,1998,CONS_VA_SH,83.770000000,0.162300000
FIN,1998,CONS_VA_SH,80.965000000,0.190350000
POL,1996,CONS_VA_SH,84.981000000,0.150190000
FIN,1996,CONS_VA_SH,81.153000000,0.188470000
GRC,1996,CONS_VA_SH,85.201000000,0.147990000
FRA,1996,CONS_VA_SH,85.489000000,0.145110000
SWE,1996,CONS_VA_SH,81.684000000,0.183160000
ESP,1996,CONS_VA_SH,83.898000000,0.161020000
PRT,1996,CONS_VA_SH,77.154000000,0.228460000
LUX,1996,CONS_VA_SH,62.449000000,0.375510000
ITA,1996,CONS_VA_SH,85.336000000,0.146640000
SVN,1996,CONS_VA_SH,71.200000000,0.288000000
DEU,1996,CONS_VA_SH,85.019000000,0.149810000
IRL,1996,CONS_VA_SH,71.913000000,0.280870000
LTU,1996,CONS_VA_SH,74.417000000,0.255830000
SVK,1996,CONS_VA_SH,72.762000000,0.272380000
LVA,1996,CONS_VA_SH,70.977000000,0.290230000
ROU,1996,CONS_VA_SH,80.622000000,0.193780000
HUN,1996,CONS_VA_SH,78.463000000,0.215370000
NLD,1996,CONS_VA_SH,75.084000000,0.249160000
MLT,1996,CONS_VA_SH,64.824000000,0.351760000
NLD,1995,CONS_VA_SH,75.446000000,0.245540000
BEL,1995,CONS_VA_SH,72.469000000,0.275310000
DNK,1995,CONS_VA_SH,81.545000000,0.184550000
EST,1995,CONS_VA_SH,64.630000000,0.353700000
CZE,1995,CONS_VA_SH,73.276000000,0.267240000
DEU,1995,CONS_VA_SH,84.962000000,0.150380000
HUN,1995,CONS_VA_SH,79.181000000,0.208190000
ITA,1995,CONS_VA_SH,84.261000000,0.157390000
SVK,1995,CONS_VA_SH,73.568000000,0.264320000
LTU,1995,CONS_VA_SH,75.323000000,0.246770000
SVN,1995,CONS_VA_SH,70.966000000,0.290340000
LVA,1995,CONS_VA_SH,73.096000000,0.269040000
IRL,1995,CONS_VA_SH,72.521000000,0.274790000
ESP,1995,CONS_VA_SH,83.864000000,0.161360000
LUX,1995,CONS_VA_SH,63.697000000,0.363030000
PRT,1995,CONS_VA_SH,77.456000000,0.225440000
AUT,1995,CONS_VA_SH,78.732000000,0.212680000
SWE,1995,CONS_VA_SH,81.376000000,0.186240000
FRA,1995,CONS_VA_SH,85.532000000,0.144680000
GRC,1995,CONS_VA_SH,85.527000000,0.144730000
FIN,1995,CONS_VA_SH,82.046000000,0.179540000
POL,1995,CONS_VA_SH,86.584000000,0.134160000
AUT,1997,CONS_VA_SH,76.720000000,0.232800000
CZE,1997,CONS_VA_SH,72.411000000,0.275890000
EST,1997,CONS_VA_SH,62.982000000,0.370180000
BEL,1997,CONS_VA_SH,71.386000000,0.286140000
DNK,1997,CONS_VA_SH,80.700000000,0.193000000
HRV,1995,CONS_VA_SH,76.150000000,0.238500000
ROU,1995,CONS_VA_SH,82.936000000,0.170640000
BGR,1995,CONS_VA_SH,87.645000000,0.123550000
MLT,1995,CONS_VA_SH,64.346000000,0.356540000
CYP,1995,CONS_VA_SH,66.095000000,0.339050000
BEL,1996,CONS_VA_SH,72.068000000,0.279320000
DNK,1996,CONS_VA_SH,81.384000000,0.186160000
CZE,1996,CONS_VA_SH,73.481000000,0.265190000
AUT,1996,CONS_VA_SH,77.661000000,0.223390000
EST,1996,CONS_VA_SH,64.236000000,0.357640000
