country,year,measure,domestic_value_added_share_pct,import_content_share
SWE,1999,GFCF_VA_SH,53.983000000,0.460170000
PRT,1999,GFCF_VA_SH,63.875000000,0.361250000
ESP,2006,GFCF_VA_SH,72.402000000,0.275980000
SVN,2006,GFCF_VA_SH,51.385000000,0.486150000
SWE,2006,GFCF_VA_SH,57.429000000,0.425710000
HRV,2006,GFCF_VA_SH,57.609000000,0.423910000
BGR,2006,GFCF_VA_SH,49.685000000,0.503150000
CYP,2006,GFCF_VA_SH,58.690000000,0.413100000
CYP,2007,GFCF_VA_SH,57.607000000,0.423930000
MLT,2007,GFCF_VA_SH,44.633000000,0.553670000
BGR,2007,GFCF_VA_SH,50.716000000,0.492840000
HRV,2007,GFCF_VA_SH,58.601000000,0.413990000
PRT,2005,GFCF_VA_SH,64.710000000,0.352900000
ITA,2005,GFCF_VA_SH,74.745000000,0.252550000
ESP,2005,GFCF_VA_SH,72.987000000,0.270130000
POL,2005,GFCF_VA_SH,60.649000000,0.393510000
SVK,2005,GFCF_VA_SH,46.884000000,0.531160000
SVN,2005,GFCF_VA_SH,52.346000000,0.476540000
LVA,2005,GFCF_VA_SH,55.572000000,0.444280000
SWE,2005,GFCF_VA_SH,57.895000000,0.421050000
IRL,2005,GFCF_VA_SH,52.767000000,0.472330000
LUX,2005,GFCF_VA_SH,43.607000000,0.563930000
NLD,2005,GFCF_VA_SH,60.582000000,0.394180000
LTU,2005,GFCF_VA_SH,55.442000000,0.445580000
SVK,2004,GFCF_VA_SH,46.439000000,0.535610000
SWE,2004,GFCF_VA_SH,58.958000000,0.410420000
SVN,2004,GFCF_VA_SH,52.901000000,0.470990000
POL,2004,GFCF_VA_SH,58.254000000,0.417460000
ESP,2004,GFCF_VA_SH,72.898000000,0.271020000
PRT,2004,GFCF_VA_SH,64.788000000,0.352120000
FIN,2003,GFCF_VA_SH,65.455000000,0.345450000
FRA,2003,GFCF_VA_SH,75.951000000,0.240490000
PRT,2003,GFCF_VA_SH,66.113000000,0.338870000
ITA,2003,GFCF_VA_SH,76.075000000,0.239250000
ROU,2003,GFCF_VA_SH,66.242000000,0.337580000
GRC,2003,GFCF_VA_SH,68.378000000,0.316220000
POL,2003,GFCF_VA_SH,56.713000000,0.432870000
LVA,2003,GFCF_VA_SH,58.503000000,0.414970000
SVN,2003,GFCF_VA_SH,53.069000000,0.469310000
HUN,2003,GFCF_VA_SH,49.060000000,0.509400000
DEU,2003,GFCF_VA_SH,73.345000000,0.266550000
CZE,2003,GFCF_VA_SH,59.413000000,0.405870000
SVK,2003,GFCF_VA_SH,46.261000000,0.537390000
LUX,2003,GFCF_VA_SH,47.390000000,0.526100000
IRL,2003,GFCF_VA_SH,53.607000000,0.463930000
NLD,2003,GFCF_VA_SH,60.416000000,0.395840000
LTU,2003,GFCF_VA_SH,57.379000000,0.426210000
EST,2003,GFCF_VA_SH,50.143000000,0.498570000
DNK,2003,GFCF_VA_SH,65.343000000,0.346570000
DNK,2006,GFCF_VA_SH,62.353000000,0.376470000
LUX,2006,GFCF_VA_SH,46.788000000,0.532120000
LTU,2006,GFCF_VA_SH,55.844000000,0.441560000
NLD,2006,GFCF_VA_SH,60.529000000,0.394710000
BEL,2006,GFCF_VA_SH,51.904000000,0.480960000
GRC,2006,GFCF_VA_SH,72.128000000,0.278720000
EST,2006,GFCF_VA_SH,52.969000000,0.470310000
IRL,2006,GFCF_VA_SH,53.385000000,0.466150000
CZE,2006,GFCF_VA_SH,55.902000000,0.440980000
LVA,2006,GFCF_VA_SH,56.407000000,0.435930000
DEU,2006,GFCF_VA_SH,69.211000000,0.307890000
AUT,2006,GFCF_VA_SH,60.050000000,0.399500000
FIN,2006,GFCF_VA_SH,64.353000000,0.356470000
HUN,2006,GFCF_VA_SH,47.269000000,0.527310000
POL,2006,GFCF_VA_SH,58.290000000,0.417100000
FRA,2006,GFCF_VA_SH,74.900000000,0.251000000
PRT,2006,GFCF_VA_SH,63.245000000,0.367550000
SVK,2006,GFCF_VA_SH,47.148000000,0.528520000
HUN,2005,GFCF_VA_SH,50.378000000,0.496220000
CZE,2005,GFCF_VA_SH,55.415000000,0.445850000
FIN,2005,GFCF_VA_SH,64.430000000,0.355700000
FRA,2005,GFCF_VA_SH,75.207000000,0.247930000
DEU,2005,GFCF_VA_SH,70.885000000,0.291150000
EST,2005,GFCF_VA_SH,52.366000000,0.476340000
GRC,2005,GFCF_VA_SH,68.131000000,0.318690000
MLT,2005,GFCF_VA_SH,54.045000000,0.459550000
DNK,2005,GFCF_VA_SH,64.490000000,0.355100000
NLD,2007,GFCF_VA_SH,59.609000000,0.403910000
LUX,2007,GFCF_VA_SH,47.559000000,0.524410000
LTU,2007,GFCF_VA_SH,58.690000000,0.413100000
PRT,2007,GFCF_VA_SH,64.026000000,0.359740000
LVA,2007,GFCF_VA_SH,61.058000000,0.389420000
SVN,2007,GFCF_VA_SH,53.271000000,0.467290000
SVK,2007,GFCF_VA_SH,49.232000000,0.507680000
POL,2007,GFCF_VA_SH,58.192000000,0.418080000
ESP,2007,GFCF_VA_SH,71.709000000,0.282910000
SWE,2007,GFCF_VA_SH,57.781000000,0.422190000
ITA,2007,GFCF_VA_SH,72.948000000,0.270520000
ITA,2006,GFCF_VA_SH,73.363000000,0.266370000
MLT,2006,GFCF_VA_SH,48.141000000,0.518590000
ROU,2006,GFCF_VA_SH,63.359000000,0.366410000
LVA,2004,GFCF_VA_SH,57.913000000,0.420870000
HRV,2004,GFCF_VA_SH,54.173000000,0.458270000
ROU,2004,GFCF_VA_SH,63.813000000,0.361870000
MLT,2004,GFCF_VA_SH,55.979000000,0.440210000
LUX,2004,GFCF_VA_SH,45.359000000,0.546410000
LTU,2004,GFCF_VA_SH,55.652000000,0.443480000
NLD,2004,GFCF_VA_SH,60.426000000,0.395740000
CYP,2004,GFCF_VA_SH,56.486000000,0.435140000
CYP,2005,GFCF_VA_SH,59.713000000,0.402870000
BGR,2005,GFCF_VA_SH,47.565000000,0.524350000
HRV,2005,GFCF_VA_SH,55.500000000,0.445000000
ESP,2003,GFCF_VA_SH,73.549000000,0.264510000
MLT,2003,GFCF_VA_SH,58.182000000,0.418180000
SWE,2003,GFCF_VA_SH,58.131000000,0.418690000
SVK,1996,GFCF_VA_SH,45.750000000,0.542500000
ESP,1996,GFCF_VA_SH,75.001000000,0.249990000
POL,1996,GFCF_VA_SH,69.167000000,0.308330000
SVN,1996,GFCF_VA_SH,56.639000000,0.433610000
SWE,1996,GFCF_VA_SH,57.291000000,0.427090000
PRT,1996,GFCF_VA_SH,65.912000000,0.340880000
ROU,2001,GFCF_VA_SH,66.726000000,0.332740000
HRV,2001,GFCF_VA_SH,53.874000000,0.461260000
MLT,2001,GFCF_VA_SH,55.986000000,0.440140000
BGR,2001,GFCF_VA_SH,55.678000000,0.443220000
CYP,2001,GFCF_VA_SH,51.970000000,0.480300000
MLT,1999,GFCF_VA_SH,50.720000000,0.492800000
ROU,1999,GFCF_VA_SH,64.439000000,0.355610000
FRA,2000,GFCF_VA_SH,74.296000000,0.257040000
FIN,2000,GFCF_VA_SH,65.313000000,0.346870000
ITA,2000,GFCF_VA_SH,72.933000000,0.270670000
DEU,2000,GFCF_VA_SH,71.924000000,0.280760000
CZE,2000,GFCF_VA_SH,53.757000000,0.462430000
HUN,2000,GFCF_VA_SH,44.914000000,0.550860000
AUT,2000,GFCF_VA_SH,57.555000000,0.424450000
IRL,2000,GFCF_VA_SH,52.226000000,0.477740000
BEL,2000,GFCF_VA_SH,51.003000000,0.489970000
GRC,2000,GFCF_VA_SH,64.436000000,0.355640000
EST,2000,GFCF_VA_SH,52.000000000,0.480000000
DNK,2000,GFCF_VA_SH,63.641000000,0.363590000
DNK,2002,GFCF_VA_SH,64.007000000,0.359930000
BEL,2002,GFCF_VA_SH,52.425000000,0.475750000
EST,2002,GFCF_VA_SH,50.304000000,0.496960000
AUT,2002,GFCF_VA_SH,59.756000000,0.402440000
GRC,2002,GFCF_VA_SH,67.531000000,0.324690000
DEU,2002,GFCF_VA_SH,73.525000000,0.264750000
CZE,2002,GFCF_VA_SH,57.960000000,0.420400000
FRA,2002,GFCF_VA_SH,75.331000000,0.246690000
FIN,2002,GFCF_VA_SH,66.072000000,0.339280000
HUN,2002,GFCF_VA_SH,49.378000000,0.506220000
FIN,2001,GFCF_VA_SH,66.459000000,0.335410000
FRA,2001,GFCF_VA_SH,74.409000000,0.255910000
PRT,2001,GFCF_VA_SH,64.084000000,0.359160000
ITA,2001,GFCF_VA_SH,73.465000000,0.265350000
SVN,2001,GFCF_VA_SH,51.662000000,0.483380000
DEU,2001,GFCF_VA_SH,72.282000000,0.277180000
POL,2001,GFCF_VA_SH,63.680000000,0.363200000
ESP,2001,GFCF_VA_SH,70.949000000,0.290510000
LVA,2001,GFCF_VA_SH,51.150000000,0.488500000
GRC,2001,GFCF_VA_SH,66.541000000,0.334590000
SWE,2001,GFCF_VA_SH,55.659000000,0.443410000
HUN,2001,GFCF_VA_SH,46.933000000,0.530670000
SVK,2001,GFCF_VA_SH,43.271000000,0.567290000
IRL,2001,GFCF_VA_SH,51.185000000,0.488150000
CZE,2001,GFCF_VA_SH,54.082000000,0.459180000
EST,2001,GFCF_VA_SH,52.339000000,0.476610000
AUT,2001,GFCF_VA_SH,57.512000000,0.424880000
LUX,2001,GFCF_VA_SH,42.875000000,0.571250000
LTU,2001,GFCF_VA_SH,57.048000000,0.429520000
BEL,2001,GFCF_VA_SH,51.052000000,0.489480000
NLD,2001,GFCF_VA_SH,63.602000000,0.363980000
DNK,2001,GFCF_VA_SH,63.955000000,0.360450000
CYP,1998,GFCF_VA_SH,53.994000000,0.460060000
MLT,1998,GFCF_VA_SH,51.688000000,0.483120000
ROU,1998,GFCF_VA_SH,66.466000000,0.335340000
BGR,1998,GFCF_VA_SH,63.443000000,0.365570000
HRV,1998,GFCF_VA_SH,57.357000000,0.426430000
AUT,2003,GFCF_VA_SH,60.668000000,0.393320000
BEL,2003,GFCF_VA_SH,53.707000000,0.462930000
BGR,2003,GFCF_VA_SH,52.029000000,0.479710000
HRV,2003,GFCF_VA_SH,54.140000000,0.458600000
CYP,2003,GFCF_VA_SH,55.614000000,0.443860000
PRT,1995,GFCF_VA_SH,66.546000000,0.334540000
ESP,1995,GFCF_VA_SH,75.736000000,0.242640000
SWE,1995,GFCF_VA_SH,56.086000000,0.439140000
SVN,1995,GFCF_VA_SH,54.323000000,0.456770000
SVK,1995,GFCF_VA_SH,44.578000000,0.554220000
HRV,1995,GFCF_VA_SH,59.351000000,0.406490000
ROU,1995,GFCF_VA_SH,69.878000000,0.301220000
BGR,1995,GFCF_VA_SH,64.777000000,0.352230000
MLT,1995,GFCF_VA_SH,50.244000000,0.497560000
CYP,1995,GFCF_VA_SH,54.037000000,0.459630000
LUX,1999,GFCF_VA_SH,45.270000000,0.547300000
EST,1999,GFCF_VA_SH,43.490000000,0.565100000
DNK,1999,GFCF_VA_SH,66.000000000,0.340000000
NLD,1999,GFCF_VA_SH,58.825000000,0.411750000
LTU,1999,GFCF_VA_SH,61.061000000,0.389390000
BEL,1999,GFCF_VA_SH,54.285000000,0.457150000
GRC,1999,GFCF_VA_SH,67.327000000,0.326730000
LVA,1999,GFCF_VA_SH,50.836000000,0.491640000
IRL,1999,GFCF_VA_SH,51.536000000,0.484640000
AUT,1999,GFCF_VA_SH,60.355000000,0.396450000
DEU,1999,GFCF_VA_SH,74.440000000,0.255600000
CZE,1999,GFCF_VA_SH,58.627000000,0.413730000
HUN,1999,GFCF_VA_SH,47.075000000,0.529250000
ITA,1999,GFCF_VA_SH,75.755000000,0.242450000
FIN,1999,GFCF_VA_SH,65.606000000,0.343940000
FRA,1999,GFCF_VA_SH,76.041000000,0.239590000
ROU,2019,CONS_VA_SH,73.244000000,0.267560000
HRV,2019,CONS_VA_SH,66.957000000,0.330430000
CYP,2019,CONS_VA_SH,65.256000000,0.347440000
MLT,2019,CONS_VA_SH,55.080000000,0.449200000
AUT,2020,CONS_VA_SH,73.256000000,0.267440000
FRA,2020,CONS_VA_SH,80.671000000,0.193290000
BGR,2020,CONS_VA_SH,68.207000000,0.317930000
HRV,2020,CONS_VA_SH,68.881000000,0.311190000
ROU,2020,CONS_VA_SH,74.058000000,0.259420000
CZE,2020,CONS_VA_SH,71.144000000,0.288560000
FIN,2020,CONS_VA_SH,77.660000000,0.223400000
DNK,2020,CONS_VA_SH,74.943000000,0.250570000
EST,2020,CONS_VA_SH,65.527000000,0.344730000
CYP,2020,CONS_VA_SH,62.231000000,0.377690000
MLT,2020,CONS_VA_SH,51.510000000,0.484900000
BEL,2020,CONS_VA_SH,69.825000000,0.301750000
DEU,2020,CONS_VA_SH,78.423000000,0.215770000
LVA,1996,GFCF_VA_SH,52.100000000,0.479000000
CZE,1996,GFCF_VA_SH,61.808000000,0.381920000
DEU,1996,GFCF_VA_SH,78.683000000,0.213170000
ITA,1996,GFCF_VA_SH,78.723000000,0.212770000
FIN,1996,GFCF_VA_SH,62.763000000,0.372370000
FRA,1996,GFCF_VA_SH,77.136000000,0.228640000
NLD,1996,GFCF_VA_SH,58.242000000,0.417580000
GRC,1996,GFCF_VA_SH,71.740000000,0.282600000
IRL,1996,GFCF_VA_SH,54.043000000,0.459570000
HUN,1996,GFCF_VA_SH,54.407000000,0.455930000
AUT,1996,GFCF_VA_SH,62.543000000,0.374570000
EST,1996,GFCF_VA_SH,39.858000000,0.601420000
BEL,1996,GFCF_VA_SH,54.500000000,0.455000000
DNK,1996,GFCF_VA_SH,66.452000000,0.335480000
LUX,1996,GFCF_VA_SH,51.859000000,0.481410000
LTU,1996,GFCF_VA_SH,57.063000000,0.429370000
ROU,1997,GFCF_VA_SH,64.645000000,0.353550000
MLT,1997,GFCF_VA_SH,52.205000000,0.477950000
BEL,1998,GFCF_VA_SH,53.924000000,0.460760000
EST,1998,GFCF_VA_SH,40.487000000,0.595130000
DNK,1998,GFCF_VA_SH,66.045000000,0.339550000
AUT,1998,GFCF_VA_SH,60.938000000,0.390620000
IRL,1998,GFCF_VA_SH,50.264000000,0.497360000
GRC,1998,GFCF_VA_SH,68.500000000,0.315000000
HUN,1998,GFCF_VA_SH,49.277000000,0.507230000
CZE,1998,GFCF_VA_SH,60.495000000,0.395050000
DEU,1998,GFCF_VA_SH,75.956000000,0.240440000
FIN,1998,GFCF_VA_SH,64.726000000,0.352740000
ITA,1998,GFCF_VA_SH,76.280000000,0.237200000
PRT,2000,GFCF_VA_SH,62.687000000,0.373130000
POL,2000,GFCF_VA_SH,60.858000000,0.391420000
SVN,2000,GFCF_VA_SH,51.844000000,0.481560000
SWE,2000,GFCF_VA_SH,53.439000000,0.465610000
ESP,2000,GFCF_VA_SH,68.956000000,0.310440000
SVK,2000,GFCF_VA_SH,49.720000000,0.502800000
LVA,2000,GFCF_VA_SH,52.100000000,0.479000000
LTU,2000,GFCF_VA_SH,58.572000000,0.414280000
LUX,2000,GFCF_VA_SH,44.017000000,0.559830000
NLD,2000,GFCF_VA_SH,59.942000000,0.400580000
NLD,2019,CONS_VA_SH,72.383000000,0.276170000
FIN,2021,CONS_VA_SH,76.277000000,0.237230000
LVA,2021,CONS_VA_SH,65.328000000,0.346720000
SWE,2021,CONS_VA_SH,76.429000000,0.235710000
ITA,2021,CONS_VA_SH,79.800000000,0.202000000
FRA,2021,CONS_VA_SH,79.108000000,0.208920000
ESP,2021,CONS_VA_SH,79.601000000,0.203990000
PRT,2021,CONS_VA_SH,72.413000000,0.275870000
HUN,2021,CONS_VA_SH,65.066000000,0.349340000
SVK,2021,CONS_VA_SH,64.992000000,0.350080000
LTU,2021,CONS_VA_SH,61.109000000,0.388910000
BGR,2021,CONS_VA_SH,67.098000000,0.329020000
AUT,2021,CONS_VA_SH,71.100000000,0.289000000
GRC,2021,CONS_VA_SH,74.684000000,0.253160000
CZE,2021,CONS_VA_SH,69.765000000,0.302350000
POL,2021,CONS_VA_SH,68.509000000,0.314910000
DEU,2021,CONS_VA_SH,77.316000000,0.226840000
SVN,2021,CONS_VA_SH,62.865000000,0.371350000
IRL,2021,CONS_VA_SH,56.492000000,0.435080000
EST,2021,CONS_VA_SH,61.770000000,0.382300000
DNK,2021,CONS_VA_SH,73.511000000,0.264890000
BEL,2021,CONS_VA_SH,67.544000000,0.324560000
NLD,2021,CONS_VA_SH,71.334000000,0.286660000
LUX,2021,CONS_VA_SH,56.835000000,0.431650000
FRA,1998,GFCF_VA_SH,76.048000000,0.239520000
HRV,2022,CONS_VA_SH,62.835000000,0.371650000
LVA,2022,CONS_VA_SH,61.177000000,0.388230000
SWE,2022,CONS_VA_SH,73.340000000,0.266600000
ITA,2022,CONS_VA_SH,75.468000000,0.245320000
SVK,2022,CONS_VA_SH,62.503000000,0.374970000
ESP,2022,CONS_VA_SH,76.646000000,0.233540000
HUN,2022,CONS_VA_SH,62.880000000,0.371200000
PRT,2022,CONS_VA_SH,68.519000000,0.314810000
BGR,2022,CONS_VA_SH,64.573000000,0.354270000
LTU,2022,CONS_VA_SH,58.375000000,0.416250000
IRL,2022,CONS_VA_SH,58.598000000,0.414020000
SVN,2022,CONS_VA_SH,57.807000000,0.421930000
POL,2022,CONS_VA_SH,66.134000000,0.338660000
NLD,2022,CONS_VA_SH,71.607000000,0.283930000
CYP,2022,CONS_VA_SH,58.443000000,0.415570000
LUX,2022,CONS_VA_SH,57.143000000,0.428570000
MLT,2022,CONS_VA_SH,53.039000000,0.469610000
LUX,2018,CONS_VA_SH,58.502000000,0.414980000
LTU,2018,CONS_VA_SH,62.809000000,0.371910000
SVN,2018,CONS_VA_SH,63.274000000,0.367260000
NLD,2018,CONS_VA_SH,71.990000000,0.280100000
POL,2018,CONS_VA_SH,70.598000000,0.294020000
SVK,2018,CONS_VA_SH,65.352000000,0.346480000
PRT,2018,CONS_VA_SH,73.666000000,0.263340000
LVA,2018,CONS_VA_SH,66.298000000,0.337020000
ESP,2018,CONS_VA_SH,80.431000000,0.195690000
SWE,2018,CONS_VA_SH,77.513000000,0.224870000
FRA,1997,GFCF_VA_SH,76.017000000,0.239830000
FIN,1997,GFCF_VA_SH,63.139000000,0.368610000
PRT,1997,GFCF_VA_SH,64.638000000,0.353620000
ITA,1997,GFCF_VA_SH,77.639000000,0.223610000
ESP,1997,GFCF_VA_SH,72.766000000,0.272340000
LUX,1997,GFCF_VA_SH,48.650000000,0.513500000
POL,1997,GFCF_VA_SH,65.400000000,0.346000000
GRC,1997,GFCF_VA_SH,72.468000000,0.275320000
CZE,1997,GFCF_VA_SH,60.179000000,0.398210000
SWE,1997,GFCF_VA_SH,55.152000000,0.448480000
SVK,1997,GFCF_VA_SH,44.500000000,0.555000000
IRL,1997,GFCF_VA_SH,53.435000000,0.465650000
DEU,1997,GFCF_VA_SH,76.979000000,0.230210000
SVN,1997,GFCF_VA_SH,53.303000000,0.466970000
HUN,1997,GFCF_VA_SH,52.691000000,0.473090000
DNK,1997,GFCF_VA_SH,66.132000000,0.338680000
LVA,1997,GFCF_VA_SH,51.048000000,0.489520000
HRV,1997,GFCF_VA_SH,56.176000000,0.438240000
NLD,1997,GFCF_VA_SH,57.858000000,0.421420000
EST,1997,GFCF_VA_SH,38.171000000,0.618290000
LTU,1997,GFCF_VA_SH,55.373000000,0.446270000
BGR,1997,GFCF_VA_SH,55.073000000,0.449270000
CYP,1997,GFCF_VA_SH,52.969000000,0.470310000
ROU,2021,CONS_VA_SH,72.074000000,0.279260000
HRV,2021,CONS_VA_SH,67.176000000,0.328240000
CYP,2021,CONS_VA_SH,60.996000000,0.390040000
MLT,2021,CONS_VA_SH,55.165000000,0.448350000
GRC,2022,CONS_VA_SH,71.374000000,0.286260000
FIN,2022,CONS_VA_SH,73.611000000,0.263890000
FRA,2022,CONS_VA_SH,76.093000000,0.239070000
CZE,2022,CONS_VA_SH,67.501000000,0.324990000
AUT,2022,CONS_VA_SH,68.932000000,0.310680000
EST,2022,CONS_VA_SH,60.601000000,0.393990000
DEU,2022,CONS_VA_SH,73.935000000,0.260650000
BEL,2022,CONS_VA_SH,64.685000000,0.353150000
DNK,2022,CONS_VA_SH,70.869000000,0.291310000
BEL,1997,GFCF_VA_SH,53.939000000,0.460610000
AUT,1997,GFCF_VA_SH,61.021000000,0.389790000
HRV,1996,GFCF_VA_SH,59.229000000,0.407710000
ROU,1996,GFCF_VA_SH,66.736000000,0.332640000
MLT,1996,GFCF_VA_SH,49.817000000,0.501830000
BGR,1996,GFCF_VA_SH,53.662000000,0.463380000
CYP,1996,GFCF_VA_SH,54.127000000,0.458730000
ROU,2022,CONS_VA_SH,69.997000000,0.300030000
SWE,2020,CONS_VA_SH,78.347000000,0.216530000
ITA,2020,CONS_VA_SH,81.468000000,0.185320000
PRT,2020,CONS_VA_SH,74.818000000,0.251820000
LVA,2020,CONS_VA_SH,67.927000000,0.320730000
ESP,2020,CONS_VA_SH,81.649000000,0.183510000
HUN,2020,CONS_VA_SH,64.787000000,0.352130000
SVK,2020,CONS_VA_SH,66.294000000,0.337060000
POL,2020,CONS_VA_SH,70.807000000,0.291930000
LTU,2020,CONS_VA_SH,64.327000000,0.356730000
SVN,2020,CONS_VA_SH,66.822000000,0.331780000
NLD,2020,CONS_VA_SH,72.274000000,0.277260000
GRC,2020,CONS_VA_SH,77.245000000,0.227550000
LUX,2020,CONS_VA_SH,59.981000000,0.400190000
IRL,2020,CONS_VA_SH,57.263000000,0.427370000
IRL,2017,CONS_VA_SH,59.553000000,0.404470000
LUX,2017,CONS_VA_SH,58.538000000,0.414620000
GRC,2017,CONS_VA_SH,78.068000000,0.219320000
LTU,2017,CONS_VA_SH,63.379000000,0.366210000
NLD,2017,CONS_VA_SH,72.287000000,0.277130000
DEU,2017,CONS_VA_SH,77.986000000,0.220140000
ITA,2017,CONS_VA_SH,80.589000000,0.194110000
HUN,2017,CONS_VA_SH,65.100000000,0.349000000
LVA,2017,CONS_VA_SH,67.031000000,0.329690000
POL,1995,GFCF_VA_SH,71.540000000,0.284600000
FRA,1995,GFCF_VA_SH,78.201000000,0.217990000
FIN,1995,GFCF_VA_SH,63.523000000,0.364770000
DEU,1995,GFCF_VA_SH,79.899000000,0.201010000
CZE,1995,GFCF_VA_SH,59.742000000,0.402580000
GRC,1995,GFCF_VA_SH,72.549000000,0.274510000
ITA,1995,GFCF_VA_SH,76.975000000,0.230250000
LVA,1995,GFCF_VA_SH,54.768000000,0.452320000
AUT,1995,GFCF_VA_SH,62.721000000,0.372790000
IRL,1995,GFCF_VA_SH,54.806000000,0.451940000
HUN,1995,GFCF_VA_SH,56.495000000,0.435050000
EST,1995,GFCF_VA_SH,38.855000000,0.611450000
LUX,1995,GFCF_VA_SH,52.830000000,0.471700000
DNK,1995,GFCF_VA_SH,65.758000000,0.342420000
BEL,1995,GFCF_VA_SH,56.573000000,0.434270000
LTU,1995,GFCF_VA_SH,56.724000000,0.432760000
NLD,1995,GFCF_VA_SH,58.135000000,0.418650000
PRT,1998,GFCF_VA_SH,63.982000000,0.360180000
LVA,1998,GFCF_VA_SH,48.855000000,0.511450000
SVK,1998,GFCF_VA_SH,46.305000000,0.536950000
SWE,1998,GFCF_VA_SH,54.080000000,0.459200000
ESP,1998,GFCF_VA_SH,71.481000000,0.285190000
POL,1998,GFCF_VA_SH,63.308000000,0.366920000
SVN,1998,GFCF_VA_SH,52.874000000,0.471260000
LTU,1998,GFCF_VA_SH,57.279000000,0.427210000
NLD,1998,GFCF_VA_SH,59.118000000,0.408820000
LUX,1998,GFCF_VA_SH,47.424000000,0.525760000
SVN,2019,CONS_VA_SH,62.994000000,0.370060000
BGR,2019,CONS_VA_SH,66.999000000,0.330010000
SVK,2019,CONS_VA_SH,65.423000000,0.345770000
PRT,2019,CONS_VA_SH,73.499000000,0.265010000
POL,2019,CONS_VA_SH,70.801000000,0.291990000
ESP,2019,CONS_VA_SH,80.561000000,0.194390000
SWE,2019,CONS_VA_SH,77.454000000,0.225460000
HRV,2018,CONS_VA_SH,68.201000000,0.317990000
BGR,2018,CONS_VA_SH,67.765000000,0.322350000
CYP,2018,CONS_VA_SH,65.367000000,0.346330000
CYP,2015,CONS_VA_SH,66.604000000,0.333960000
MLT,2015,CONS_VA_SH,56.320000000,0.436800000
HRV,2015,CONS_VA_SH,70.824000000,0.291760000
ROU,2015,CONS_VA_SH,75.521000000,0.244790000
ROU,2016,CONS_VA_SH,74.319000000,0.256810000
BGR,2011,CONS_VA_SH,68.636000000,0.313640000
BGR,2017,CONS_VA_SH,67.200000000,0.328000000
SVN,2017,CONS_VA_SH,63.446000000,0.365540000
PRT,2017,CONS_VA_SH,73.998000000,0.260020000
SVK,2017,CONS_VA_SH,65.977000000,0.340230000
ESP,2017,CONS_VA_SH,80.200000000,0.198000000
SWE,2017,CONS_VA_SH,78.187000000,0.218130000
POL,2017,CONS_VA_SH,71.039000000,0.289610000
ROU,2014,CONS_VA_SH,76.519000000,0.234810000
CYP,2016,CONS_VA_SH,66.073000000,0.339270000
MLT,2016,CONS_VA_SH,57.448000000,0.425520000
BGR,2016,CONS_VA_SH,67.900000000,0.321000000
HRV,2016,CONS_VA_SH,72.771000000,0.272290000
FIN,2019,CONS_VA_SH,76.286000000,0.237140000
LVA,2019,CONS_VA_SH,66.888000000,0.331120000
DEU,2019,CONS_VA_SH,77.293000000,0.227070000
HUN,2019,CONS_VA_SH,65.118000000,0.348820000
ITA,2019,CONS_VA_SH,80.406000000,0.195940000
CZE,2019,CONS_VA_SH,68.873000000,0.311270000
FRA,2019,CONS_VA_SH,79.878000000,0.201220000
AUT,2019,CONS_VA_SH,72.740000000,0.272600000
EST,2019,CONS_VA_SH,65.203000000,0.347970000
LTU,2019,CONS_VA_SH,62.778000000,0.372220000
BEL,2019,CONS_VA_SH,69.184000000,0.308160000
GRC,2019,CONS_VA_SH,76.573000000,0.234270000
LUX,2019,CONS_VA_SH,58.552000000,0.414480000
DNK,2019,CONS_VA_SH,74.769000000,0.252310000
IRL,2019,CONS_VA_SH,55.015000000,0.449850000
MLT,2011,CONS_VA_SH,58.000000000,0.420000000
ROU,2011,CONS_VA_SH,76.440000000,0.235600000
DEU,2014,CONS_VA_SH,78.151000000,0.218490000
HRV,2014,CONS_VA_SH,72.815000000,0.271850000
FIN,2014,CONS_VA_SH,76.883000000,0.231170000
FRA,2014,CONS_VA_SH,80.032000000,0.199680000
AUT,2014,CONS_VA_SH,72.829000000,0.271710000
CZE,2014,CONS_VA_SH,66.005000000,0.339950000
BGR,2014,CONS_VA_SH,66.007000000,0.339930000
EST,2014,CONS_VA_SH,63.583000000,0.364170000
CYP,2014,CONS_VA_SH,65.235000000,0.347650000
BEL,2014,CONS_VA_SH,68.903000000,0.310970000
MLT,2014,CONS_VA_SH,59.744000000,0.402560000
DNK,2014,CONS_VA_SH,76.270000000,0.237300000
IRL,2016,CONS_VA_SH,57.729000000,0.422710000
LUX,2016,CONS_VA_SH,59.110000000,0.408900000
SVN,2016,CONS_VA_SH,64.420000000,0.355800000
LTU,2016,CONS_VA_SH,64.471000000,0.355290000
NLD,2016,CONS_VA_SH,72.860000000,0.271400000
POL,2016,CONS_VA_SH,71.348000000,0.286520000
LVA,2016,CONS_VA_SH,68.264000000,0.317360000
HUN,2016,CONS_VA_SH,65.979000000,0.340210000
SVK,2016,CONS_VA_SH,66.926000000,0.330740000
ITA,2016,CONS_VA_SH,81.624000000,0.183760000
PRT,2016,CONS_VA_SH,74.882000000,0.251180000
ESP,2016,CONS_VA_SH,81.291000000,0.187090000
SWE,2016,CONS_VA_SH,78.610000000,0.213900000
FIN,2018,CONS_VA_SH,76.133000000,0.238670000
ITA,2018,CONS_VA_SH,80.009000000,0.199910000
FRA,2018,CONS_VA_SH,79.322000000,0.206780000
