spec_id,features,excluded_country,status,K_Y_h8,K_G_h8
F14,debt+liq+log_gdp_pc,EST,OK,0.178949561,0.742059077
F14,debt+liq+log_gdp_pc,FIN,OK,0.174892267,0.701992350
F14,debt+liq+log_gdp_pc,FRA,OK,0.209783624,0.705131784
F14,debt+liq+log_gdp_pc,GRC,OK,0.756194763,0.739646693
F14,debt+liq+log_gdp_pc,HRV,OK,0.145860864,0.678782207
F14,debt+liq+log_gdp_pc,HUN,OK,0.243276694,0.665413010
F14,debt+liq+log_gdp_pc,IRL,OK,0.121765927,0.682728312
F14,debt+liq+log_gdp_pc,ITA,OK,0.220531092,0.724791069
F14,debt+liq+log_gdp_pc,LTU,OK,0.131974091,0.736725818
F14,debt+liq+log_gdp_pc,LUX,OK,0.699190653,0.696123050
F14,debt+liq+log_gdp_pc,LVA,OK,0.078861016,0.678818948
F14,debt+liq+log_gdp_pc,MLT,OK,0.572903956,0.720322268
F14,debt+liq+log_gdp_pc,NLD,OK,0.282015824,0.707662695
F14,debt+liq+log_gdp_pc,POL,OK,0.263264399,0.713505675
F14,debt+liq+log_gdp_pc,PRT,OK,0.255320210,0.712711931
F14,debt+liq+log_gdp_pc,ROU,OK,0.353815745,0.697455330
F14,debt+liq+log_gdp_pc,SVK,OK,0.402793274,0.784512825
F14,debt+liq+log_gdp_pc,SVN,OK,0.223863631,0.694593954
F14,debt+liq+log_gdp_pc,SWE,OK,0.217772546,0.706445149
F15,trade+debt+liq+log_gdp_pc,AUT,OK,-0.095712285,0.648894815
F15,trade+debt+liq+log_gdp_pc,BEL,OK,-0.107280830,0.645385483
F15,trade+debt+liq+log_gdp_pc,BGR,OK,-0.122108739,0.645127462
F15,trade+debt+liq+log_gdp_pc,CYP,OK,0.177535861,0.627109345
F15,trade+debt+liq+log_gdp_pc,CZE,OK,0.091511960,0.653026949
F15,trade+debt+liq+log_gdp_pc,DEU,OK,-0.002387979,0.647423227
F15,trade+debt+liq+log_gdp_pc,DNK,OK,0.137672033,0.648982716
F15,trade+debt+liq+log_gdp_pc,ESP,OK,-0.246658850,0.653212434
F15,trade+debt+liq+log_gdp_pc,EST,OK,-0.142460122,0.677587867
F15,trade+debt+liq+log_gdp_pc,FIN,OK,-0.077480216,0.645933020
F15,trade+debt+liq+log_gdp_pc,FRA,OK,-0.076644907,0.645763730
F15,trade+debt+liq+log_gdp_pc,GRC,OK,0.503707812,0.687223312
F15,trade+debt+liq+log_gdp_pc,HRV,OK,-0.146098179,0.621789898
F15,trade+debt+liq+log_gdp_pc,HUN,OK,-0.072301324,0.633700762
F15,trade+debt+liq+log_gdp_pc,IRL,OK,0.029124350,0.641784537
F15,trade+debt+liq+log_gdp_pc,ITA,OK,-0.085663543,0.660956689
F15,trade+debt+liq+log_gdp_pc,LTU,OK,-0.119604864,0.688136626
F15,trade+debt+liq+log_gdp_pc,LUX,OK,0.418330417,0.644285753
F15,trade+debt+liq+log_gdp_pc,LVA,OK,-0.252041088,0.616052745
F15,trade+debt+liq+log_gdp_pc,MLT,OK,0.073220036,0.665765753
F15,trade+debt+liq+log_gdp_pc,NLD,OK,-0.085945358,0.637813197
F15,trade+debt+liq+log_gdp_pc,POL,OK,-0.006211246,0.663038957
F15,trade+debt+liq+log_gdp_pc,PRT,OK,-0.056142008,0.651663111
F15,trade+debt+liq+log_gdp_pc,ROU,OK,-0.066052926,0.619359907
F15,trade+debt+liq+log_gdp_pc,SVK,OK,0.098877005,0.712462602
F15,trade+debt+liq+log_gdp_pc,SVN,OK,-0.032727316,0.634115975
F15,trade+debt+liq+log_gdp_pc,SWE,OK,-0.092358710,0.643639003
