country,year,household_credit_mio_eur,y_nominal_mio_eur,exports_mio_eur,imports_mio_eur,debt_ratio_latest,gdp_per_capita_eur,unemployment_rate,y_real,gc_real,gi_nominal_mio_eur,fiscal_T,household_credit_to_gdp,log_hh_credit_to_gdp,liq_raw,trade_raw,debt_raw,log_gdp_pc_raw,unemployment_raw,credit_resid_raw,output_gap_raw,gov_size_raw,gi_share_raw,pb_balance_raw,liq_z,trade_z,debt_z,log_gdp_pc_z,unemployment_z,gov_size_z,gi_share_z,credit_resid_z,output_gap_z,pb_balance_z,liq_z_lag1,credit_resid_z_lag1,trade_z_lag1,debt_z_lag1,log_gdp_pc_z_lag1,output_gap_z_lag1,unemployment_z_lag1,pb_balance_z_lag1,gov_size_z_lag1,gi_share_z_lag1,nominal_gdp_mio_eur,gdp_pc_current_pps,gdp_pc_real_index_2020,hh_currency_deposits_assets_mio_eur,hh_total_financial_assets_mio_eur,hh_total_financial_liabilities_mio_eur,gdp_pc_2020_pps_anchor,real_ppp_gdp_pc_2020pps,log_real_ppp_gdp_pc_raw,hh_currency_deposits_to_gdp,liq_fa_deposits_raw,hh_net_financial_worth_to_gdp,liq_fa_net_worth_raw,tiva2022_cons_import_content_raw,tiva2022_gfcf_import_content_raw,tiva2022_avg_import_content_raw,tiva_cf2024_cons_import_content_raw,tiva_cf2024_gfcf_import_content_raw,tiva_cf2024_avg_import_content_raw,figaro2023_cons_import_content_raw,figaro2023_gfcf_import_content_raw,figaro2023_avg_import_content_raw
IRL,2004,109462.000000000,156260.000000000,125751.100000000,103306.500000000,28.000000000,38420,,179230.000000000,29355.200000000,5506.400000000,0.341198003,0.700511967,-0.355943830,-0.807621912,0.465230000,28.000000000,10.537342835,,,,0.163785081,0.035238705,0.341198003,0.514604525,0.355995744,-0.947150735,0.852592792,,-1.006908750,-0.299433598,,,,0.469385344,,0.343104785,-0.897786916,0.726866923,,,,-0.755990499,-0.158837691,156260.000000000,31672.000000000,60.350000000,86975.000000000,239489.000000000,113290.000000000,62464.400000000,37697.265400000,10.537342835,0.556604377,0.585900566,0.807621912,-0.807621912,0.338370000,0.465230000,0.401800000,0.338370000,0.465230000,0.401800000,,,
IRL,2005,140557.000000000,170306.800000000,135441.000000000,116912.000000000,26.100000000,40940,,189517.500000000,30646.000000000,6023.700000000,0.345921596,0.825316429,-0.191988416,-0.751954708,0.472330000,26.100000000,10.570618949,,,,0.161705383,0.035369698,0.345921596,0.608640640,0.426400211,-0.999256988,0.939324532,,-1.070503604,-0.287337984,,,,0.514604525,,0.355995744,-0.947150735,0.852592792,,,,-1.006908750,-0.299433598,170306.800000000,33146.100000000,62.392000000,98042.000000000,274301.000000000,146238.000000000,62464.400000000,38972.788448000,10.570618949,0.575678716,0.552205558,0.751954708,-0.751954708,0.361430000,0.472330000,0.416880000,0.361430000,0.472330000,0.416880000,,,
IRL,2006,169257.000000000,184916.200000000,146147.900000000,131266.700000000,23.700000000,43310,,198970.300000000,32126.800000000,7027.600000000,0.363380277,0.915317317,-0.088484480,-0.711468222,0.466150000,23.700000000,10.593248508,,,,0.161465304,0.038004242,0.363380277,0.677032647,0.365118576,-1.065075413,0.998306809,,-1.077844965,-0.044069376,,,,0.608640640,,0.426400211,-0.999256988,0.939324532,,,,-1.070503604,-0.287337984,184916.200000000,35198.400000000,63.820000000,109640.000000000,306371.000000000,174809.000000000,62464.400000000,39864.780080000,10.593248508,0.592917224,0.522700478,0.711468222,-0.711468222,0.367690000,0.466150000,0.416920000,0.367690000,0.466150000,0.416920000,,,
IRL,2007,194314.000000000,197069.400000000,159304.600000000,142993.700000000,23.900000000,44790,,209535.900000000,34241.500000000,9206.000000000,0.359082130,0.986018124,-0.014080544,-0.524987644,0.495910000,23.900000000,10.614902059,,,,0.163415911,0.046714508,0.359082130,0.992045935,0.660222372,-1.059590544,1.054745191,,-1.018197549,0.760219298,,,,0.677032647,,0.365118576,-1.065075413,0.998306809,,,,-1.077844965,-0.044069376,197069.400000000,36927.400000000,65.217000000,116185.000000000,303650.000000000,200191.000000000,62464.400000000,40737.407748000,10.614902059,0.589563880,0.528372203,0.524987644,-0.524987644,0.362870000,0.495910000,0.429390000,0.362870000,0.495910000,0.429390000,,,
IRL,2008,202719.000000000,187283.000000000,157941.900000000,141784.700000000,42.500000000,41660,,200140.100000000,34516.400000000,9877.100000000,0.345267323,1.082420722,0.079199942,-0.365890124,0.513070000,42.500000000,10.547481816,,,,0.172461191,0.052738903,0.345267323,1.260802251,0.830383028,-0.549497752,0.879019300,,-0.741602836,1.316500034,,,,0.992045935,,0.660222372,-1.059590544,1.054745191,,,,-1.018197549,0.760219298,187283.000000000,34227.500000000,60.965000000,119891.000000000,280850.000000000,212325.000000000,62464.400000000,38081.421460000,10.547481816,0.640159545,0.446037845,0.365890124,-0.365890124,0.358360000,0.513070000,0.435715000,0.358360000,0.513070000,0.435715000,,,
IRL,2009,197708.000000000,169519.700000000,158596.100000000,135675.600000000,61.800000000,37350,12.600000000,189941.400000000,33536.500000000,6407.700000000,0.330011202,1.166283329,0.153822050,-0.545429233,0.612410000,61.800000000,10.485639567,12.600000000,,,0.176562350,0.037799147,0.330011202,0.957514874,1.815450603,-0.020207920,0.717832035,0.958499561,-0.616193892,-0.063007467,,,,1.260802251,,0.830383028,-0.549497752,0.879019300,,,,-0.741602836,1.316500034,169519.700000000,31297.000000000,57.309000000,125181.000000000,299266.000000000,206805.000000000,62464.400000000,35797.722996000,10.485639567,0.738445148,0.303208454,0.545429233,-0.545429233,0.363840000,0.612410000,0.488125000,0.363840000,0.612410000,0.488125000,,,
IRL,2010,184882.000000000,167255.100000000,172819.800000000,145099.100000000,86.200000000,36680,14.600000000,193138.100000000,31997.300000000,5692.000000000,0.328024078,1.105389312,0.100197592,-0.676087007,0.662000000,86.200000000,10.497797297,14.600000000,,,0.165670575,0.034031847,0.328024078,0.736800549,2.307191100,0.648946064,0.749520262,1.413919812,-0.949252418,-0.410872433,,,,0.957514874,,1.815450603,-0.020207920,0.717832035,,0.958499561,,-0.616193892,-0.063007467,167255.100000000,32680.200000000,58.010000000,125715.000000000,306804.000000000,193725.000000000,62464.400000000,36235.598440000,10.497797297,0.751636273,0.285502752,0.676087007,-0.676087007,0.381240000,0.662000000,0.521620000,0.381240000,0.662000000,0.521620000,0.367211623,0.704597407,0.535904515
IRL,2011,178837.000000000,173120.400000000,177294.200000000,145237.600000000,109.600000000,37810,15.400000000,196245.400000000,32687.000000000,4264.400000000,0.333834718,1.033020950,0.032487470,-0.663058773,0.676170000,109.600000000,10.509638650,15.400000000,,,0.166561866,0.024632568,0.333834718,0.758808561,2.447702551,1.290675705,0.780383876,1.596087913,-0.921997709,-1.278783252,,,,0.736800549,,2.307191100,0.648946064,0.749520262,,1.413919812,,-0.949252418,-0.410872433,173120.400000000,33886.200000000,58.701000000,123909.000000000,304973.000000000,190184.000000000,62464.400000000,36667.227444000,10.509638650,0.715738873,0.334439881,0.663058773,-0.663058773,0.385860000,0.676170000,0.531015000,0.385860000,0.676170000,0.531015000,0.296733782,0.504238697,0.400486240
IRL,2012,171401.000000000,176621.900000000,183371.900000000,152838.000000000,118.900000000,38420,15.500000000,195450.600000000,31913.100000000,3602.200000000,0.338589948,0.970440246,-0.030005449,-0.706469583,0.663920000,118.900000000,10.501462353,15.500000000,,,0.163279622,0.020394979,0.338589948,0.685476625,2.326230055,1.545722101,0.759072961,1.618858925,-1.022365133,-1.670073775,,,,0.758808561,,2.447702551,1.290675705,0.780383876,,1.596087913,,-0.921997709,-1.278783252,176621.900000000,34468.100000000,58.223000000,125169.000000000,305037.000000000,180259.000000000,62464.400000000,36368.647612000,10.501462353,0.708683351,0.344346465,0.706469583,-0.706469583,0.374390000,0.663920000,0.519155000,0.374390000,0.663920000,0.519155000,0.295990998,0.599530477,0.447760738
IRL,2013,178754.000000000,182908.600000000,200735.800000000,164610.600000000,117.700000000,39590,13.800000000,199736.700000000,31211.500000000,3638.400000000,0.335659450,0.977285923,-0.022976016,-0.720933843,0.631030000,117.700000000,10.518255445,13.800000000,,,0.156263221,0.019891902,0.335659450,0.661042797,2.000088797,1.512812889,0.802842917,1.231751712,-1.236918962,-1.716526912,,,,0.685476625,,2.326230055,1.545722101,0.759072961,,1.618858925,,-1.022365133,-1.670073775,182908.600000000,35226.100000000,59.209000000,118296.000000000,320351.000000000,188486.000000000,62464.400000000,36984.546596000,10.518255445,0.646749251,0.435796616,0.720933843,-0.720933843,0.370870000,0.631030000,0.500950000,0.370870000,0.631030000,0.500950000,0.298435116,0.566257273,0.432346195
IRL,2014,165627.000000000,200594.900000000,230879.200000000,192740.300000000,101.400000000,43120,11.900000000,218483.500000000,32115.100000000,4268.600000000,0.330349874,0.825679018,-0.191549179,-0.883342498,0.654600000,101.400000000,10.600974773,11.900000000,,,0.146990963,0.021279704,0.330349874,0.386693131,2.233811796,1.065796088,1.018444748,0.799102473,-1.520454412,-1.588380098,,,,0.661042797,,2.000088797,1.512812889,0.802842917,,1.231751712,,-1.236918962,-1.716526912,200594.900000000,37731.200000000,64.315000000,127883.000000000,352725.000000000,175531.000000000,62464.400000000,40173.978860000,10.600974773,0.637518701,0.450171668,0.883342498,-0.883342498,0.381590000,0.654600000,0.518095000,0.381590000,0.654600000,0.518095000,0.290724445,0.581204856,0.435964650
IRL,2015,154786.000000000,272282.900000000,344948.500000000,264156.400000000,74.000000000,57980,9.900000000,272282.900000000,33008.800000000,4605.800000000,0.260971952,0.568474921,-0.564798082,-0.751938517,0.705520000,74.000000000,10.811831378,9.900000000,,,0.121229794,0.016915495,0.260971952,0.608667991,2.738740737,0.314369072,1.568026946,0.343682221,-2.308202614,-1.991362472,,,,0.386693131,,2.233811796,1.065796088,1.018444748,,0.799102473,,-1.520454412,-1.588380098,272282.900000000,51492.500000000,79.412000000,131822.000000000,369834.000000000,165094.000000000,62464.400000000,49604.229328000,10.811831378,0.484136169,0.725389072,0.751938517,-0.751938517,0.407020000,0.705520000,0.556270000,0.407020000,0.705520000,0.556270000,0.292296533,0.611839952,0.452068242
IRL,2016,144346.000000000,275933.100000000,356446.100000000,304989.200000000,72.700000000,58060,8.400000000,275612.100000000,34478.600000000,5363.800000000,0.267535500,0.523119553,-0.647945250,-0.816157975,0.779220000,72.700000000,10.811995068,8.400000000,,,0.125098281,0.019438770,0.267535500,0.500184937,3.469558939,0.278717425,1.568453591,0.002117033,-2.189908541,-1.758368272,,,,0.608667991,,2.738740737,0.314369072,1.568026946,,0.343682221,,-2.308202614,-1.991362472,275933.100000000,50777.500000000,79.425000000,135202.000000000,380584.000000000,155379.000000000,62464.400000000,49612.349700000,10.811995068,0.489981086,0.713388489,0.816157975,-0.816157975,0.422710000,0.779220000,0.600965000,0.422710000,0.779220000,0.600965000,0.307272844,0.737644824,0.522458834
IRL,2017,161592.000000000,308366.000000000,396238.800000000,323191.600000000,65.200000000,63960,6.700000000,303473.400000000,35934.700000000,5601.600000000,0.249816452,0.524026644,-0.646212749,-0.720134515,0.772840000,65.200000000,10.893956468,6.700000000,,,0.118411367,0.018165427,0.249816452,0.662393066,3.406294080,0.073034848,1.782079940,-0.384990181,-2.394387041,-1.875946237,,,,0.500184937,,3.469558939,0.278717425,1.568453591,,0.002117033,,-2.189908541,-1.758368272,308366.000000000,55304.100000000,86.209000000,138903.000000000,394881.000000000,172816.000000000,62464.400000000,53849.934596000,10.893956468,0.450448493,0.797511541,0.720134515,-0.720134515,0.404470000,0.772840000,0.588655000,0.404470000,0.772840000,0.588655000,0.291081572,0.788736696,0.539909134
IRL,2018,156368.000000000,335136.000000000,422166.500000000,323355.900000000,61.300000000,68530,5.800000000,326806.400000000,37950.000000000,6741.000000000,0.248372303,0.466580731,-0.762324216,-0.692351762,0.752690000,61.300000000,10.953750342,5.800000000,,,0.116123797,0.020114222,0.248372303,0.709325227,3.206484219,-0.033920092,1.937928264,-0.589929294,-2.464338407,-1.695998325,,,,0.662393066,,3.406294080,0.073034848,1.782079940,,-0.384990181,,-2.394387041,-1.875946237,335136.000000000,58660.800000000,91.521000000,144997.000000000,398447.000000000,166415.000000000,62464.400000000,57168.043524000,10.953750342,0.432651222,0.837823367,0.692351762,-0.692351762,0.409170000,0.752690000,0.580930000,0.409170000,0.752690000,0.580930000,0.334946173,0.819424343,0.577185258
IRL,2019,127243.000000000,363752.600000000,477332.600000000,459886.100000000,55.800000000,73230,5.000000000,343058.100000000,40110.300000000,8245.300000000,0.242742182,0.349806434,-1.050375322,-0.808060204,0.807620000,55.800000000,10.986649071,5.000000000,,,0.116919845,0.022667329,0.242742182,0.513864139,3.751176809,-0.184753982,2.023676376,-0.772097394,-2.439996119,-1.460249476,,,,0.709325227,,3.206484219,-0.033920092,1.937928264,,-0.589929294,,-2.464338407,-1.695998325,363752.600000000,59971.100000000,94.582000000,151284.000000000,432322.000000000,138388.000000000,62464.400000000,59080.078808000,10.986649071,0.415898058,0.877315101,0.808060204,-0.808060204,0.449850000,0.807620000,0.628735000,0.449850000,0.807620000,0.628735000,0.345370850,0.903913233,0.624642042
IRL,2020,125898.000000000,381728.700000000,533702.100000000,454137.100000000,56.900000000,75820,5.900000000,367599.400000000,44256.700000000,9136.600000000,0.218344337,0.329810151,-1.109238092,-0.856503585,0.833690000,56.900000000,11.042352073,5.900000000,,,0.120393831,0.023934800,0.218344337,0.432030905,4.009690113,-0.154587204,2.168862147,-0.567158281,-2.333765460,-1.343213774,,,,0.513864139,,3.751176809,-0.184753982,2.023676376,,-0.772097394,,-2.439996119,-1.460249476,381728.700000000,62464.400000000,100.000000000,172467.000000000,464364.000000000,137412.000000000,62464.400000000,62464.400000000,11.042352073,0.451805169,0.794504233,0.856503585,-0.856503585,0.427370000,0.833690000,0.630530000,0.427370000,0.833690000,0.630530000,0.345855242,0.899772242,0.622813742
IRL,2021,126356.000000000,448445.100000000,611668.700000000,424384.600000000,52.400000000,88070,6.200000000,427364.500000000,47301.000000000,9039.700000000,0.222227871,0.281764702,-1.266682946,-0.823672731,0.870390000,52.400000000,11.181653040,6.200000000,,,0.110680695,0.020157874,0.222227871,0.487490596,4.373611796,-0.277996750,2.531939848,-0.498845244,-2.630782468,-1.691967575,,,,0.432030905,,4.009690113,-0.154587204,2.168862147,,-0.567158281,,-2.333765460,-1.343213774,448445.100000000,74716.400000000,114.947000000,186223.000000000,507517.000000000,138145.000000000,62464.400000000,71800.953868000,11.181653040,0.415263764,0.878841386,0.823672731,-0.823672731,0.435080000,0.870390000,0.652735000,0.435080000,0.870390000,0.652735000,0.339430494,0.801714755,0.570572625
IRL,2022,138820.000000000,520718.400000000,726433.300000000,511602.900000000,43.000000000,100140,4.500000000,459464.400000000,49044.200000000,10617.200000000,0.222537556,0.266593230,-1.322031267,-0.639883284,0.851240000,43.000000000,11.233112919,4.500000000,,,0.106742111,0.020389523,0.222537556,0.797957876,4.183718057,-0.535785581,2.666066230,-0.885952457,-2.751220044,-1.670577566,,,,0.487490596,,4.373611796,-0.277996750,2.531939848,,-0.498845244,,-2.630782468,-1.691967575,520718.400000000,85692.000000000,121.017000000,191927.000000000,480611.000000000,147412.000000000,62464.400000000,75592.542948000,11.233112919,0.368581176,0.998094305,0.639883284,-0.639883284,0.414020000,0.851240000,0.632630000,0.414020000,0.851240000,0.632630000,0.368062238,0.802201275,0.585131757
IRL,2023,134137.000000000,524728.800000000,716393.100000000,541117.400000000,41.800000000,99080,4.300000000,447810.700000000,52164.100000000,11942.700000000,0.236354094,0.255631099,-1.364019892,,,,,4.300000000,,,0.116486944,0.022759757,0.236354094,,,,,-0.931494482,-2.453233762,-1.451714890,,,,0.797957876,,4.183718057,-0.535785581,2.666066230,,-0.885952457,,-2.751220044,-1.670577566,524728.800000000,83596.500000000,115.806000000,203172.000000000,516299.000000000,142584.000000000,62464.400000000,72337.523064000,11.189098265,0.387194299,0.948828647,0.712206001,-0.712206001,,,,0.414020000,0.851240000,0.632630000,0.361875826,0.804780220,0.583328023
IRL,2024,133792.000000000,562794.200000000,810337.000000000,575092.800000000,38.300000000,104510,4.300000000,459451.400000000,54684.100000000,14279.600000000,0.264761613,0.237728107,-1.436627664,,,,,4.300000000,,,0.119020423,0.025372685,0.264761613,,,,,-0.931494482,-2.375762762,-1.210442294,,,,,,,,,,-0.931494482,,-2.453233762,-1.451714890,562794.200000000,88476.900000000,116.850000000,209215.000000000,564067.000000000,142063.000000000,62464.400000000,72989.651400000,11.198072948,0.371743348,0.989551588,0.749837152,-0.749837152,,,,0.414020000,0.851240000,0.632630000,,,
ITA,1995,160040.200000000,900369.700000000,221632.800000000,188751.200000000,119.100000000,15840,,1506693.200000000,284372.800000000,22847.400000000,0.442483349,0.177749429,-1.727380423,-1.587148368,0.230250000,119.100000000,10.251573249,,,,0.188739685,0.025375576,0.442483349,-0.802214603,-1.974094640,1.551206970,0.107755431,,-0.243824384,-1.210175327,,,,,,,,,,,,,,900369.700000000,18796.500000000,99.791000000,637574.300000000,1675597.700000000,246577.400000000,28386.400000000,28327.072424000,10.251573249,0.708125007,0.345134637,1.587148368,-1.587148368,0.157390000,0.230250000,0.193820000,0.157390000,0.230250000,0.193820000,,,
ITA,1996,185279.800000000,1035610.700000000,245049.400000000,198213.300000000,118.900000000,18210,,1526967.000000000,285894.100000000,27238.800000000,0.447410402,0.178908735,-1.720879465,-1.648224569,0.212770000,118.900000000,10.264664722,,,,0.187230045,0.026302162,0.447410402,-0.905387895,-2.147428455,1.545722101,0.141877389,,-0.289987518,-1.124616274,,,,-0.802214603,,-1.974094640,1.551206970,0.107755431,,,,-0.243824384,-1.210175327,1035610.700000000,19573.000000000,101.106000000,718922.600000000,1998424.900000000,291505.900000000,28386.400000000,28700.353584000,10.264664722,0.694201595,0.364992878,1.648224569,-1.648224569,0.146640000,0.212770000,0.179705000,0.146640000,0.212770000,0.179705000,,,
ITA,1997,194447.600000000,1099046.200000000,264754.600000000,224069.900000000,116.500000000,19320,,1556372.100000000,286711.000000000,29057.600000000,0.463443393,0.176923955,-1.732035274,-1.772587540,0.223610000,116.500000000,10.283204821,,,,0.184217515,0.026438925,0.463443393,-1.115468691,-2.039937691,1.479903677,0.190200791,,-0.382107385,-1.111987818,,,,-0.905387895,,-2.147428455,1.545722101,0.141877389,,,,-0.289987518,-1.124616274,1099046.200000000,20026.500000000,102.998000000,683091.900000000,2260170.400000000,312014.800000000,28386.400000000,29237.424272000,10.283204821,0.621531561,0.475568588,1.772587540,-1.772587540,0.154950000,0.223610000,0.189280000,0.154950000,0.223610000,0.189280000,,,
ITA,1998,212837.000000000,1136926.500000000,273002.500000000,238590.300000000,113.900000000,19980,,1584454.900000000,292791.900000000,31106.500000000,0.450182576,0.187203834,-1.675557233,-1.974575313,0.237200000,113.900000000,10.300806623,,,,0.184790302,0.027360168,0.450182576,-1.456677590,-1.905177591,1.408600383,0.236078590,,-0.364592164,-1.026922065,,,,-1.115468691,,-2.039937691,1.479903677,0.190200791,,,,-0.382107385,-1.111987818,1136926.500000000,20863.300000000,104.827000000,660065.000000000,2577463.000000000,332516.000000000,28386.400000000,29756.611528000,10.300806623,0.580569632,0.543745533,1.974575313,-1.974575313,0.157280000,0.237200000,0.197240000,0.157280000,0.237200000,0.197240000,,,
ITA,1999,247613.000000000,1177549.700000000,272643.400000000,251717.600000000,113.100000000,20690,,1611041.900000000,296373.200000000,33526.000000000,0.453019520,0.210278173,-1.559323990,-2.066833357,0.242450000,113.100000000,10.317278529,,,,0.183963682,0.028470985,0.453019520,-1.612524971,-1.853117950,1.386660908,0.279011401,,-0.389869301,-0.924351409,,,,-1.456677590,,-1.905177591,1.408600383,0.236078590,,,,-0.364592164,-1.026922065,1177549.700000000,21439.900000000,106.568000000,666975.000000000,2813172.000000000,379373.000000000,28386.400000000,30250.818752000,10.317278529,0.566409214,0.568438469,2.066833357,-2.066833357,0.159640000,0.242450000,0.201045000,0.159640000,0.242450000,0.201045000,,,
ITA,2000,281573.000000000,1244744.200000000,318171.500000000,307620.300000000,108.700000000,21860,,1673584.200000000,306658.900000000,34605.000000000,0.439483871,0.226209530,-1.486293587,-2.092695029,0.270670000,108.700000000,10.354912503,,,,0.183234820,0.027800893,0.439483871,-1.656211935,-1.573284982,1.265993796,0.377101580,,-0.412157097,-0.986226412,,,,-1.612524971,,-1.853117950,1.386660908,0.279011401,,,,-0.389869301,-0.924351409,1244744.200000000,22551.900000000,110.655000000,691174.000000000,3030758.000000000,425888.000000000,28386.400000000,31410.970920000,10.354912503,0.555273927,0.588293725,2.092695029,-2.092695029,0.178960000,0.270670000,0.224815000,0.178960000,0.270670000,0.224815000,,,
ITA,2001,312323.000000000,1308623.100000000,334498.200000000,318024.100000000,108.500000000,22970,,1707163.500000000,323476.800000000,38680.000000000,0.439510047,0.238665358,-1.432692886,-1.956854498,0.265350000,108.500000000,10.374111589,,,,0.189482027,0.029557785,0.439510047,-1.426742611,-1.626038752,1.260508927,0.427142582,,-0.221124390,-0.823998481,,,,-1.656211935,,-1.573284982,1.265993796,0.377101580,,,,-0.412157097,-0.986226412,1308623.100000000,23289.700000000,112.800000000,739406.000000000,3025419.000000000,464634.000000000,28386.400000000,32019.859200000,10.374111589,0.565025942,0.570883634,1.956854498,-1.956854498,0.176640000,0.265350000,0.220995000,0.176640000,0.265350000,0.220995000,,,
ITA,2002,346415.000000000,1355522.300000000,329564.000000000,319342.400000000,105.900000000,23740,,1711771.700000000,327794.800000000,33102.000000000,0.436134470,0.255558319,-1.364304642,-1.938244764,0.253740000,105.900000000,10.374882569,,,,0.191494462,0.024420107,0.436134470,-1.395306019,-1.741164930,1.189205634,0.429152083,,-0.159586346,-1.298401439,,,,-1.426742611,,-1.626038752,1.260508927,0.427142582,,,,-0.221124390,-0.823998481,1355522.300000000,23638.700000000,112.887000000,775866.000000000,3134917.000000000,507583.000000000,28386.400000000,32044.555368000,10.374882569,0.572374206,0.557962295,1.938244764,-1.938244764,0.173130000,0.253740000,0.213435000,0.173130000,0.253740000,0.213435000,,,
ITA,2003,382210.000000000,1399386.000000000,324994.100000000,318640.700000000,105.100000000,24380,,1712910.900000000,332271.800000000,42394.000000000,0.437423270,0.273126929,-1.297818652,-1.921264040,0.239250000,105.100000000,10.370140951,,,,0.193980784,0.030294715,0.437423270,-1.366621244,-1.884849540,1.167266159,0.416793406,,-0.083557327,-0.755951811,,,,-1.395306019,,-1.741164930,1.189205634,0.429152083,,,,-0.159586346,-1.298401439,1399386.000000000,24020.500000000,112.353000000,824969.000000000,3242662.000000000,554072.000000000,28386.400000000,31892.971992000,10.370140951,0.589522119,0.528443038,1.921264040,-1.921264040,0.168570000,0.239250000,0.203910000,0.168570000,0.239250000,0.203910000,,,
ITA,2004,433145.000000000,1457356.200000000,348699.300000000,340140.400000000,104.700000000,25200,,1738159.600000000,334987.300000000,45373.000000000,0.432058408,0.297212857,-1.213306706,-1.973486647,0.245310000,104.700000000,10.377324507,,,,0.192725283,0.031133775,0.432058408,-1.454838554,-1.824757840,1.156296422,0.435516817,,-0.121949194,-0.678474673,,,,-1.366621244,,-1.884849540,1.167266159,0.416793406,,,,-0.083557327,-0.755951811,1457356.200000000,24173.200000000,113.163000000,869842.000000000,3486133.000000000,610060.000000000,28386.400000000,32122.901832000,10.377324507,0.596863004,0.516067665,1.973486647,-1.973486647,0.171340000,0.245310000,0.208325000,0.171340000,0.245310000,0.208325000,,,
ITA,2005,491650.000000000,1499073.100000000,367450.600000000,368926.700000000,106.200000000,25770,,1751411.500000000,336748.900000000,47123.000000000,0.429548766,0.327969330,-1.114835182,-2.144367743,0.252550000,106.200000000,10.379081488,,,,0.192272861,0.031434758,0.429548766,-1.743500336,-1.752965116,1.197432937,0.440096258,,-0.135783745,-0.650682505,,,,-1.454838554,,-1.824757840,1.156296422,0.435516817,,,,-0.121949194,-0.678474673,1499073.100000000,24686.500000000,113.362000000,924133.000000000,3889283.000000000,674719.000000000,28386.400000000,32179.390768000,10.379081488,0.616469604,0.483746262,2.144367743,-2.144367743,0.178980000,0.252550000,0.215765000,0.178980000,0.252550000,0.215765000,,,
ITA,2006,554250.000000000,1559864.200000000,406392.400000000,419143.000000000,106.300000000,26710,,1782927.800000000,334626.000000000,48847.000000000,0.439544673,0.355319393,-1.034738197,-2.214492774,0.266370000,106.300000000,10.392922904,,,,0.187683427,0.031314905,0.439544673,-1.861959411,-1.615924308,1.200175371,0.476172886,,-0.276123586,-0.661749441,,,,-1.743500336,,-1.752965116,1.197432937,0.440096258,,,,-0.135783745,-0.650682505,1559864.200000000,25808.300000000,114.942000000,1002507.000000000,4202625.000000000,748317.000000000,28386.400000000,32627.895888000,10.392922904,0.642688639,0.442094903,2.214492774,-2.214492774,0.191030000,0.266370000,0.228700000,0.191030000,0.266370000,0.228700000,,,
ITA,2007,615261.000000000,1621714.500000000,441837.000000000,447317.300000000,103.500000000,27600,,1808999.400000000,335861.300000000,50752.000000000,0.452744302,0.379389220,-0.969192634,-1.988324702,0.270520000,103.500000000,10.401352414,,,,0.185661366,0.031295274,0.452744302,-1.479903816,-1.574772401,1.123387209,0.498143784,,-0.337955990,-0.663562153,,,,-1.861959411,,-1.615924308,1.200175371,0.476172886,,,,-0.276123586,-0.661749441,1621714.500000000,26930.200000000,115.915000000,1050862.000000000,4042274.000000000,817779.000000000,28386.400000000,32904.095560000,10.401352414,0.647994453,0.433873143,1.988324702,-1.988324702,0.192450000,0.270520000,0.231485000,0.192450000,0.270520000,0.231485000,,,
ITA,2008,638467.000000000,1643718.800000000,439575.800000000,451554.100000000,105.800000000,27760,,1790490.800000000,340513.700000000,51494.000000000,0.451669105,0.388428361,-0.945646524,-1.843837279,0.261150000,105.800000000,10.383359476,,,,0.190178972,0.031327743,0.451669105,-1.235827684,-1.667686465,1.186463200,0.451246516,,-0.199812566,-0.660564058,,,,-1.479903816,,-1.574772401,1.123387209,0.498143784,,,,-0.337955990,-0.663562153,1643718.800000000,27489.200000000,113.848000000,1120628.000000000,3876884.000000000,846134.000000000,28386.400000000,32317.348672000,10.383359476,0.681763815,0.383071993,1.843837279,-1.843837279,0.192070000,0.261150000,0.226610000,0.192070000,0.261150000,0.226610000,,,
ITA,2009,668394.000000000,1584106.800000000,352894.000000000,362195.200000000,116.100000000,26600,7.900000000,1695502.500000000,341614.700000000,57351.000000000,0.459960780,0.421937460,-0.862898174,-1.879309526,0.224410000,116.100000000,10.323051564,7.900000000,,,0.201482864,0.036203998,0.459960780,-1.295749363,-2.032004793,1.468933939,0.294058389,-0.111738030,0.145848026,-0.210300297,,,,-1.235827684,,-1.667686465,1.186463200,0.451246516,,,,-0.199812566,-0.660564058,1584106.800000000,26046.100000000,107.185000000,1144145.000000000,3849758.000000000,872731.000000000,28386.400000000,30425.962840000,10.323051564,0.722265064,0.325363082,1.879309526,-1.879309526,0.170340000,0.224410000,0.197375000,0.170340000,0.224410000,0.197375000,,,
ITA,2010,700255.000000000,1617944.700000000,403170.000000000,432694.400000000,118.800000000,27050,8.500000000,1721428.600000000,340062.000000000,49425.000000000,0.456374065,0.432805274,-0.837467365,-1.783871229,0.254130000,118.800000000,10.333797371,8.500000000,,,0.197546387,0.030548016,0.456374065,-1.134529721,-1.737297643,1.542979667,0.322066543,0.024888045,0.025474873,-0.732562530,,,,-1.295749363,,-2.032004793,1.468933939,0.294058389,,-0.111738030,,0.145848026,-0.210300297,1617944.700000000,26477.900000000,108.343000000,1142204.000000000,3794648.000000000,908443.000000000,28386.400000000,30754.677352000,10.333797371,0.705959851,0.348196911,1.783871229,-1.783871229,0.189570000,0.254130000,0.221850000,0.189570000,0.254130000,0.221850000,0.175633490,0.245040662,0.210337076
